,A,B,S,U
0,0.8557237464522233,0.03941974140649637,0.008830022075055188,0.09602649006622517
1,0.04025388341406381,0.8241189243360615,0.008351428094204109,0.12727576415567063
2,0.0519774011299435,0.08361581920903954,0.4406779661016949,0.423728813559322
3,0.3652941176470588,0.4011764705882353,0.23352941176470587,0.0
