,A,B,S,U
0,0.669522091974752,0.0829576194770063,0.027953110910730387,0.21956717763751127
1,0.01851354977193453,0.8855200787049459,0.005455683749217423,0.09051068777390216
2,0.02491103202846975,0.06263345195729537,0.6078291814946619,0.30462633451957294
3,0.25668449197860965,0.5064171122994653,0.23689839572192514,0.0
